EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
1099628,MADISON CO.,CLUTTSVILLE,05/10/2023,1748,Thunderstorm Wind,52.00, ,0,0,2000,0,AL,CST-6,EG,178578,C,89,HUN,0,0,Law Enforcement, , , ,1,SSW,1,SSW,CLUTTSVILLE,05/10/2023,1758,34.81,-86.78,34.81,-86.78,Trees were blown down at the intersection of Old Rail Road Bed road and Nick Davies Road in Harvest. Report relayed from MCSO.,"A band of thunderstorms developed during the afternoon hours in northwest into central Alabama, which lifted slowly northeast during the early evening hours.  Very heavy downpours resulted in flash flooding in parts of northwest Alabama, including the Florence area. Rainfall amounts reached 3-5 inches in a few isolated locations. A gust front produced strong and gusty winds in parts of north central Alabama in Morgan and Madison Counties, knocking a few trees down in Harvest. A few storms became severe within this outflow producing damaging microbursts as well.",30
1111167,MADISON CO.,PLEVNA,06/02/2023,1357,Thunderstorm Wind,52.00, ,0,0,9000,0,AL,CST-6,EG,179289,C,89,HUN,0,0,Emergency Manager, , , ,1,SW,1,SW,PLEVNA,06/02/2023,1357,34.9615,-86.4279,34.9615,-86.4279,A tree was reported down and a power pole down near School House Road and Buddy Williamson Road.,"Clusters of strong to severe thunderstorms developed during the mid to late afternoon hours. A few produced gusty outflow winds, and even a few isolated microbursts, which knocked down trees in a few areas. Hardest hit areas were in Sheffield and Tuscumbia.",34
1115610,MADISON CO.,PLEVNA,06/02/2023,1415,Thunderstorm Wind,52.00, ,0,0,5000,0,AL,CST-6,EG,179289,C,89,HUN,0,0,Emergency Manager, , , ,1,SW,1,SW,PLEVNA,06/02/2023,1415,34.9614,-86.428,34.9614,-86.428,A tree and power pole was knocked down near School House Road and Buddy Williamson Road.,"Clusters of strong to severe thunderstorms developed during the mid to late afternoon hours. A few produced gusty outflow winds, and even a few isolated microbursts, which knocked down trees in a few areas. Hardest hit areas were in Sheffield and Tuscumbia.",35
1111190,MADISON CO.,CLUTTSVILLE,06/04/2023,1744,Thunderstorm Wind,52.00, ,0,0,6000,0,AL,CST-6,EG,179350,C,89,HUN,0,0,Emergency Manager, , , ,2,SSE,2,SSE,CLUTTSVILLE,06/04/2023,1744,34.8,-86.76,34.8,-86.76,Trees were reported down on powerlines at this location.,"Isolated to scattered strong to severe thunderstorms developed during the early to mid afternoon hours, and shifted south-southwest through the early evening before dissipating. A few of the storms produced hail of penny to quarter sized and gusty to damaging winds, mainly north of the Tennessee River.",37
1111341,MADISON CO.,OAKWOOD COLLEGE,06/11/2023,2003,Thunderstorm Wind,48.00, ,0,0,1000,0,AL,CST-6,EG,179751,C,89,HUN,0,0,Emergency Manager, , , ,1,N,1,N,OAKWOOD COLLEGE,06/11/2023,2003,34.76,-86.63,34.76,-86.63,A tree was reported down on Shady Lane Drive.,"A broken line of strong to severe thunderstorms dropped southeast through the Tennessee Valley during the evening hours of the 11th. A thunderstorm in Madison County produced numerous reports of wind damage, resulting in power outages across central and north Huntsville.",38
1111339,MADISON CO.,HUNTSVILLE,06/11/2023,2009,Thunderstorm Wind,48.00, ,0,0,500,0,AL,CST-6,EG,179751,C,89,HUN,0,0,Emergency Manager, , , ,1,ENE,1,ENE,HUNTSVILLE,06/11/2023,2009,34.739,-86.6031,34.739,-86.6031,A power line was reported down at the intersection of University Drive and Pulaski Pike.,"A broken line of strong to severe thunderstorms dropped southeast through the Tennessee Valley during the evening hours of the 11th. A thunderstorm in Madison County produced numerous reports of wind damage, resulting in power outages across central and north Huntsville.",39
1111333,MADISON CO.,HUNTSVILLE,06/11/2023,2010,Thunderstorm Wind,43.00, ,0,0,1000,0,AL,CST-6,EG,179751,C,89,HUN,0,0,Emergency Manager, , , ,2,ESE,2,ESE,HUNTSVILLE,06/11/2023,2010,34.7222,-86.5816,34.7222,-86.5816,A power line was reported down along St Clair Avenue SE.,"A broken line of strong to severe thunderstorms dropped southeast through the Tennessee Valley during the evening hours of the 11th. A thunderstorm in Madison County produced numerous reports of wind damage, resulting in power outages across central and north Huntsville.",40
1111342,MADISON CO.,HUNTSVILLE,06/11/2023,2010,Thunderstorm Wind,43.00, ,0,0,1000,0,AL,CST-6,EG,179751,C,89,HUN,0,0,Broadcast Media, , , ,2,E,2,E,HUNTSVILLE,06/11/2023,2010,34.7315,-86.59,34.7315,-86.59,A tree was blown down on the back Patio at the WHNT station.,"A broken line of strong to severe thunderstorms dropped southeast through the Tennessee Valley during the evening hours of the 11th. A thunderstorm in Madison County produced numerous reports of wind damage, resulting in power outages across central and north Huntsville.",41
1111325,MADISON CO.,HUNTSVILLE MILLS ARP,06/11/2023,2011,Thunderstorm Wind,43.00, ,0,0,1000,0,AL,CST-6,EG,179751,C,89,HUN,0,0,Emergency Manager, , , ,1,W,1,W,HUNTSVILLE MILLS ARP,06/11/2023,2011,34.746,-86.5754,34.746,-86.5754,A tree was reported down on a house at the intersection of Russell Avenue NE and Rison Avenue NE.,"A broken line of strong to severe thunderstorms dropped southeast through the Tennessee Valley during the evening hours of the 11th. A thunderstorm in Madison County produced numerous reports of wind damage, resulting in power outages across central and north Huntsville.",43
1111331,MADISON CO.,HUNTSVILLE MILLS ARP,06/11/2023,2011,Thunderstorm Wind,43.00, ,0,0,500,0,AL,CST-6,EG,179751,C,89,HUN,0,0,Emergency Manager, , , ,1,W,1,W,HUNTSVILLE MILLS ARP,06/11/2023,2011,34.749,-86.5702,34.749,-86.5702,A power line was reported down near Oakwood Avenue SE and Minor Road.,"A broken line of strong to severe thunderstorms dropped southeast through the Tennessee Valley during the evening hours of the 11th. A thunderstorm in Madison County produced numerous reports of wind damage, resulting in power outages across central and north Huntsville.",44
1111335,MADISON CO.,HUNTSVILLE,06/11/2023,2011,Thunderstorm Wind,43.00, ,0,0,500,0,AL,CST-6,EG,179751,C,89,HUN,0,0,Emergency Manager, , , ,2,E,2,E,HUNTSVILLE,06/11/2023,2011,34.7242,-86.5828,34.7242,-86.5828,A power line was reported down along Lowe Avenue.,"A broken line of strong to severe thunderstorms dropped southeast through the Tennessee Valley during the evening hours of the 11th. A thunderstorm in Madison County produced numerous reports of wind damage, resulting in power outages across central and north Huntsville.",45
1111345,MADISON CO.,HUNTSVILLE MILLS ARP,06/11/2023,2014,Thunderstorm Wind,39.00, ,0,0,500,0,AL,CST-6,EG,179751,C,89,HUN,0,0,Public, , , ,2,S,2,S,HUNTSVILLE MILLS ARP,06/11/2023,2014,34.72,-86.55,34.72,-86.55,A large tree was reported down blocking part of the road at this location.,"A broken line of strong to severe thunderstorms dropped southeast through the Tennessee Valley during the evening hours of the 11th. A thunderstorm in Madison County produced numerous reports of wind damage, resulting in power outages across central and north Huntsville.",46
1111332,MADISON CO.,HUNTSVILLE MILLS ARP,06/11/2023,2014,Thunderstorm Wind,43.00, ,0,0,1000,0,AL,CST-6,EG,179751,C,89,HUN,0,0,Emergency Manager, , , ,2,SSW,2,SSW,HUNTSVILLE MILLS ARP,06/11/2023,2014,34.7189,-86.5625,34.7189,-86.5625,A tree was reported down near the intersection of Montdale Road and Big Cove Road SE.,"A broken line of strong to severe thunderstorms dropped southeast through the Tennessee Valley during the evening hours of the 11th. A thunderstorm in Madison County produced numerous reports of wind damage, resulting in power outages across central and north Huntsville.",47
1111343,MADISON CO.,MOONTOWN,06/11/2023,2021,Thunderstorm Wind,48.00, ,0,0,1000,0,AL,CST-6,EG,179751,C,89,HUN,0,0,Broadcast Media, , , ,1,NW,1,NW,MOONTOWN,06/11/2023,2021,34.74,-86.48,34.74,-86.48,A tree was snapped in half along Dug Hill Road. A photo of the tree was relayed via social media.,"A broken line of strong to severe thunderstorms dropped southeast through the Tennessee Valley during the evening hours of the 11th. A thunderstorm in Madison County produced numerous reports of wind damage, resulting in power outages across central and north Huntsville.",48
1111344,MADISON CO.,BROWNSBORO,06/11/2023,2021,Thunderstorm Wind,43.00, ,0,0,1000,0,AL,CST-6,EG,179751,C,89,HUN,0,0,Emergency Manager, , , ,1,WNW,1,WNW,BROWNSBORO,06/11/2023,2021,34.7553,-86.468,34.7553,-86.468,A tree was reported down blocking Wall road near Highway 72E. Time was estimated by radar.,"A broken line of strong to severe thunderstorms dropped southeast through the Tennessee Valley during the evening hours of the 11th. A thunderstorm in Madison County produced numerous reports of wind damage, resulting in power outages across central and north Huntsville.",49
1115541,MADISON CO.,OWENS XRDS,06/18/2023,2256,Thunderstorm Wind,52.00, ,0,0,0,0,AL,CST-6,EG,179728,C,89,HUN,0,0,Emergency Manager, , , ,1,E,1,E,OWENS XRDS,06/18/2023,2256,34.58,-86.45,34.58,-86.45,A large portion of an automotive service business was severely damaged.,A left-moving thunderstorm produced hail up to the size of baseballs and produced narrow swaths of wind damage from southern Madison County into west central Jackson County from late evening of the 18th into the early morning of the 19th. The winds also resulted in at least 1500 without power.,52
1115544,MADISON CO.,OWENS XRDS,06/18/2023,2256,Thunderstorm Wind,43.00, ,0,0,1000,0,AL,CST-6,EG,179728,C,89,HUN,0,0,Public, , , ,1,ENE,1,ENE,OWENS XRDS,06/18/2023,2256,34.5884,-86.4471,34.5884,-86.4471,A photo received on social media indicated a tree down over the road near the 400 block of Wilson Mann Road. Time estimated by radar.,A left-moving thunderstorm produced hail up to the size of baseballs and produced narrow swaths of wind damage from southern Madison County into west central Jackson County from late evening of the 18th into the early morning of the 19th. The winds also resulted in at least 1500 without power.,53
1115542,MADISON CO.,CAVE SPG,06/18/2023,2256,Thunderstorm Wind,52.00, ,0,0,3000,0,AL,CST-6,EG,179728,C,89,HUN,0,0,Broadcast Media, , , ,1,SW,1,SW,CAVE SPG,06/18/2023,2256,34.5901,-86.4319,34.5901,-86.4319,Social media photos indicated at least three large trees were uprooted on Piney Woods Road.,A left-moving thunderstorm produced hail up to the size of baseballs and produced narrow swaths of wind damage from southern Madison County into west central Jackson County from late evening of the 18th into the early morning of the 19th. The winds also resulted in at least 1500 without power.,54
1115539,MADISON CO.,OWENS XRDS,06/18/2023,2256,Thunderstorm Wind,52.00, ,0,0,3000,0,AL,CST-6,EG,179728,C,89,HUN,0,0,Public, , , ,1,ESE,1,ESE,OWENS XRDS,06/18/2023,2256,34.57,-86.45,34.57,-86.45,Social media reports and photos indicated trees were down in the road on Brockway Road. There was also minor roof damage to a home. Time estimated by radar.,A left-moving thunderstorm produced hail up to the size of baseballs and produced narrow swaths of wind damage from southern Madison County into west central Jackson County from late evening of the 18th into the early morning of the 19th. The winds also resulted in at least 1500 without power.,55
1115528,MADISON CO.,OWENS XRDS,06/18/2023,2256,Thunderstorm Wind,52.00, ,0,0,0,0,AL,CST-6,EG,179728,C,89,HUN,0,0,Public, , , ,1,NE,1,NE,OWENS XRDS,06/18/2023,2256,34.59,-86.46,34.59,-86.46,Social media report and photos indicated a construction dumpster was blown onto a vehicle. Minor house damage was reported from debris in the Richmond neighborhood of Owens Crossroads. Time estimated by radar.,A left-moving thunderstorm produced hail up to the size of baseballs and produced narrow swaths of wind damage from southern Madison County into west central Jackson County from late evening of the 18th into the early morning of the 19th. The winds also resulted in at least 1500 without power.,56
1115545,MADISON CO.,CAVE SPG,06/18/2023,2257,Thunderstorm Wind,52.00, ,0,0,5000,0,AL,CST-6,EG,179728,C,89,HUN,0,0,Public, , , ,1,SW,1,SW,CAVE SPG,06/18/2023,2257,34.59,-86.43,34.59,-86.43,A social media report indicated several large trees were uprooted and a porch column was torn off at a residence on Piney Woods Road. Time estimated by radar.,A left-moving thunderstorm produced hail up to the size of baseballs and produced narrow swaths of wind damage from southern Madison County into west central Jackson County from late evening of the 18th into the early morning of the 19th. The winds also resulted in at least 1500 without power.,57
1115546,MADISON CO.,OWENS XRDS,06/18/2023,2257,Thunderstorm Wind,52.00, ,0,0,10000,0,AL,CST-6,EG,179728,C,89,HUN,0,0,Public, , , ,1,ESE,1,ESE,OWENS XRDS,06/18/2023,2257,34.575,-86.4479,34.575,-86.4479,Social media reports indicated trees were knocked down on a house and part of the roof of a barn was blown away on Guthery Avenue off of Highway 431. Time estimated by radar.,A left-moving thunderstorm produced hail up to the size of baseballs and produced narrow swaths of wind damage from southern Madison County into west central Jackson County from late evening of the 18th into the early morning of the 19th. The winds also resulted in at least 1500 without power.,58
1115561,MADISON CO.,GURLEY,06/18/2023,2315,Thunderstorm Wind,52.00, ,0,0,1000,0,AL,CST-6,EG,179728,C,89,HUN,0,0,Public, , , ,0,N,0,N,GURLEY,06/18/2023,2315,34.7,-86.38,34.7,-86.38,Trees were snapped at 351 Old Gurley Pike.,A left-moving thunderstorm produced hail up to the size of baseballs and produced narrow swaths of wind damage from southern Madison County into west central Jackson County from late evening of the 18th into the early morning of the 19th. The winds also resulted in at least 1500 without power.,62
1115507,MADISON CO.,MADISON CO JET PORT,06/25/2023,1329,Thunderstorm Wind,60.00, ,0,0,0,0,AL,CST-6,MG,180213,C,89,HUN,0,0,ASOS, , , ,0,SW,0,SW,MADISON CO JET PORT,06/25/2023,1329,34.6453,-86.786,34.6453,-86.786,A wind gust of 69 mph was measured at the Huntsville International Airport.,"A cluster of severe thunderstorms developed during the mid afternoon hours over northwest Alabama.  As the thunderstorms moved southward, they produced pockets of damaging wind and large hail up to golf ball sized.",75
1119785,MADISON CO.,REDSTONE AAF,07/01/2023,1332,Thunderstorm Wind,43.00, ,0,0,3000,0,AL,CST-6,EG,180245,C,89,HUN,0,0,Public, , , ,2,WNW,2,WNW,REDSTONE AAF,07/01/2023,1332,34.6933,-86.7263,34.6933,-86.7263,A photograph and storm report was received of a large tree being knocked over onto an apartment complex producing minor damage. Time of gust frontal passage associated with the wind was estimated by radar.,Multiple clusters of strong to severe thunderstorms erupted during the midday hours lasting through the afternoon across much of north Alabama. The thunderstorms produced wind damage at multiple locations.,82
1117839,MADISON CO.,LILY FLAG,07/01/2023,1418,Thunderstorm Wind,43.00, ,0,0,1000,0,AL,CST-6,EG,180245,C,89,HUN,0,0,Public, , , ,2,ENE,2,ENE,LILY FLAG,07/01/2023,1418,34.6586,-86.5396,34.6586,-86.5396,Large tree branches were knocked down on Bailey Cove Road near Willowbrook Drive. The branches knocked down power lines. Report relayed via social media.,Multiple clusters of strong to severe thunderstorms erupted during the midday hours lasting through the afternoon across much of north Alabama. The thunderstorms produced wind damage at multiple locations.,83
1117840,MADISON CO.,RYLAND,07/01/2023,1435,Thunderstorm Wind,52.00, ,0,0,2000,0,AL,CST-6,EG,180245,C,89,HUN,0,0,Public, , , ,1,E,1,E,RYLAND,07/01/2023,1435,34.7675,-86.4607,34.7675,-86.4607,Large trees were knocked down on Ryland Pike near Hudson Road.,Multiple clusters of strong to severe thunderstorms erupted during the midday hours lasting through the afternoon across much of north Alabama. The thunderstorms produced wind damage at multiple locations.,84
