EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
1081503,MADISON CO.,HUNTSVILLE,03/01/2023,2251,Flash Flood, , ,0,0,0,0,AL,CST-6, ,176764,C,89,HUN,0,0,Emergency Manager,Heavy Rain, , ,2,ENE,2,ENE,HUNTSVILLE,03/02/2023,400,34.74,-86.59,34.7368,-86.5904,"Vehicle trapped in floodwaters along Washington Street in downtown Huntsville. Depth of water unknown.","Supercells erupted during the late afternoon and early evening hours in northern Mississippi and spread east across north Alabama during the rest of the evening into the overnight hours.  At least one tornado was determined to produce damage in northern Madison County near New Market. Other reports of damaging winds were reported. The other impact from this evening was excessive rainfall and flash flooding. A band of 3-6 inch rainfall occurred from northwest into north central Alabama, resulting in several area creeks and small streams going into flood.",11
1081504,MADISON CO.,HUNTSVILLE,03/01/2023,2305,Flash Flood, , ,0,0,0,0,AL,CST-6, ,176764,C,89,HUN,0,0,Public,Heavy Rain, , ,1,E,2,ENE,HUNTSVILLE,03/02/2023,431,34.73,-86.6,34.7371,-86.595,"Several cars hydroplaned near the Memorial Parkway/Hwy 72/565 interchanges due to floodwaters. Depth of water unknown.","Supercells erupted during the late afternoon and early evening hours in northern Mississippi and spread east across north Alabama during the rest of the evening into the overnight hours.  At least one tornado was determined to produce damage in northern Madison County near New Market. Other reports of damaging winds were reported. The other impact from this evening was excessive rainfall and flash flooding. A band of 3-6 inch rainfall occurred from northwest into north central Alabama, resulting in several area creeks and small streams going into flood.",12
1081505,MADISON CO.,MONROVIA,03/02/2023,213,Flash Flood, , ,0,0,0,0,AL,CST-6, ,176764,C,89,HUN,0,0,Public,Heavy Rain, , ,2,NE,2,ENE,MONROVIA,03/02/2023,600,34.79,-86.69,34.7829,-86.6938,"Fast flowing water across the intersection near Indian Creek Road and Blake Bottom Road. Report relayed via social media.","Supercells erupted during the late afternoon and early evening hours in northern Mississippi and spread east across north Alabama during the rest of the evening into the overnight hours.  At least one tornado was determined to produce damage in northern Madison County near New Market. Other reports of damaging winds were reported. The other impact from this evening was excessive rainfall and flash flooding. A band of 3-6 inch rainfall occurred from northwest into north central Alabama, resulting in several area creeks and small streams going into flood.",13
1090837,MADISON (ZONE), ,03/03/2023,800,Strong Wind,48.00, ,1,1,0,0,AL,CST-6,EG,176765,Z,6,HUN,0,0,Utility Company, , , , , , , , ,03/03/2023,1600, , , , ,"Windy conditions developed ahead of and immediately behind a line of severe thunderstorms. Sustained wind speeds of 25-35 mph gusted frequently from 40-55 mph at times. One individual was killed while picking up debris in their yard after the line of thunderstorms. A utility worker was electrocuted while working to restore power and was transported to a hospital. Additional power poles and lines were knocked down, but it is too difficult to determine exact numbers separated from the severe thunderstorms. Thus, those numbers are posted within the severe thunderstorm entry for this day.","A prolonged damaging gradient wind event combined with an intense squall line during the daylight hours of the 3rd to produce widespread wind damage and impacts to the region. Numerous power outages resulted from power poles being snapped and power lines being brought down.  All told, thousands were without power in north Alabama for at least for a couple of hours, and in some cases lasting into the next two to three days. Hundreds of reports of trees or limbs being knocked down were received, in many cases on homes, vehicles and other structures. Sadly, two people were killed outside their homes from fallen trees while picking up debris after the line of thunderstorms went through and additional high winds developed.  Other minor injuries were also reported including one utility worker who was working to restore power.||A powerful low pressure system intensified rapidly as it moved northeast from Texas through Arkansas, southeast Missouri into western Kentucky.  In doing so, very windy conditions developed across the Tennessee Valley ahead of an associated cold front and squall line. South winds increased to 35-45 mph, with gusts of 55-60 mph at times. An intense squall line moved in from Mississippi during the mid morning hours, sweeping east across the rest of the area through the midday hours. Peak wind gusts of 50-60 mph were reported frequently, with one gust up to 77 mph at Pryor Field in Decatur (Morgan County) and 69 mph at the Huntsville International Airport (Madison County). Also, at least two tornadoes were spawned by the line in Jackson County.  Behind the line of thunderstorms, the sky cleared out rapidly, but southwest winds intensified as well, with 35-45 mph sustained winds, gusting at 55-65 mph. The winds finally subsided quickly near sunset, but not after additional damage occurred.",14
1087400,MADISON CO.,FLETCHER CHAPEL,03/03/2023,1121,Thunderstorm Wind,52.00, ,0,0,3000,0,AL,CST-6,EG,176765,C,89,HUN,0,0,Emergency Manager, , , ,3,WSW,3,WSW,FLETCHER CHAPEL,03/03/2023,1121,34.7209,-86.72,34.7209,-86.72,"Trees were knocked down on power lines along Eastview Drive between Highland Drive and Slaughter Road.","A prolonged damaging gradient wind event combined with an intense squall line during the daylight hours of the 3rd to produce widespread wind damage and impacts to the region. Numerous power outages resulted from power poles being snapped and power lines being brought down.  All told, thousands were without power in north Alabama for at least for a couple of hours, and in some cases lasting into the next two to three days. Hundreds of reports of trees or limbs being knocked down were received, in many cases on homes, vehicles and other structures. Sadly, two people were killed outside their homes from fallen trees while picking up debris after the line of thunderstorms went through and additional high winds developed.  Other minor injuries were also reported including one utility worker who was working to restore power.||A powerful low pressure system intensified rapidly as it moved northeast from Texas through Arkansas, southeast Missouri into western Kentucky.  In doing so, very windy conditions developed across the Tennessee Valley ahead of an associated cold front and squall line. South winds increased to 35-45 mph, with gusts of 55-60 mph at times. An intense squall line moved in from Mississippi during the mid morning hours, sweeping east across the rest of the area through the midday hours. Peak wind gusts of 50-60 mph were reported frequently, with one gust up to 77 mph at Pryor Field in Decatur (Morgan County) and 69 mph at the Huntsville International Airport (Madison County). Also, at least two tornadoes were spawned by the line in Jackson County.  Behind the line of thunderstorms, the sky cleared out rapidly, but southwest winds intensified as well, with 35-45 mph sustained winds, gusting at 55-65 mph. The winds finally subsided quickly near sunset, but not after additional damage occurred.",15
1087401,MADISON CO.,MADISON,03/03/2023,1122,Thunderstorm Wind,52.00, ,0,0,1000,0,AL,CST-6,EG,176765,C,89,HUN,0,0,Emergency Manager, , , ,1,NE,1,NE,MADISON,03/03/2023,1122,34.7068,-86.7598,34.7068,-86.7598,"Trees were knocked down on Browns Ferry Road.","A prolonged damaging gradient wind event combined with an intense squall line during the daylight hours of the 3rd to produce widespread wind damage and impacts to the region. Numerous power outages resulted from power poles being snapped and power lines being brought down.  All told, thousands were without power in north Alabama for at least for a couple of hours, and in some cases lasting into the next two to three days. Hundreds of reports of trees or limbs being knocked down were received, in many cases on homes, vehicles and other structures. Sadly, two people were killed outside their homes from fallen trees while picking up debris after the line of thunderstorms went through and additional high winds developed.  Other minor injuries were also reported including one utility worker who was working to restore power.||A powerful low pressure system intensified rapidly as it moved northeast from Texas through Arkansas, southeast Missouri into western Kentucky.  In doing so, very windy conditions developed across the Tennessee Valley ahead of an associated cold front and squall line. South winds increased to 35-45 mph, with gusts of 55-60 mph at times. An intense squall line moved in from Mississippi during the mid morning hours, sweeping east across the rest of the area through the midday hours. Peak wind gusts of 50-60 mph were reported frequently, with one gust up to 77 mph at Pryor Field in Decatur (Morgan County) and 69 mph at the Huntsville International Airport (Madison County). Also, at least two tornadoes were spawned by the line in Jackson County.  Behind the line of thunderstorms, the sky cleared out rapidly, but southwest winds intensified as well, with 35-45 mph sustained winds, gusting at 55-65 mph. The winds finally subsided quickly near sunset, but not after additional damage occurred.",16
1090855,MADISON CO.,MADISON CO JET PORT,03/03/2023,1128,Thunderstorm Wind,58.00, ,0,0,610000,0,AL,CST-6,MG,176765,C,89,HUN,0,0,Utility Company, , , ,0,WSW,4,ESE,GREENFIELD,03/03/2023,1206,34.6468,-86.7871,34.8157,-86.3438,"According to Huntsville Utilities alone, 59 power poles were knocked down or damaged, 110 power lines were downed, and 64 trees were knocked down. These are likely conservative estimates for the entire county.","A prolonged damaging gradient wind event combined with an intense squall line during the daylight hours of the 3rd to produce widespread wind damage and impacts to the region. Numerous power outages resulted from power poles being snapped and power lines being brought down.  All told, thousands were without power in north Alabama for at least for a couple of hours, and in some cases lasting into the next two to three days. Hundreds of reports of trees or limbs being knocked down were received, in many cases on homes, vehicles and other structures. Sadly, two people were killed outside their homes from fallen trees while picking up debris after the line of thunderstorms went through and additional high winds developed.  Other minor injuries were also reported including one utility worker who was working to restore power.||A powerful low pressure system intensified rapidly as it moved northeast from Texas through Arkansas, southeast Missouri into western Kentucky.  In doing so, very windy conditions developed across the Tennessee Valley ahead of an associated cold front and squall line. South winds increased to 35-45 mph, with gusts of 55-60 mph at times. An intense squall line moved in from Mississippi during the mid morning hours, sweeping east across the rest of the area through the midday hours. Peak wind gusts of 50-60 mph were reported frequently, with one gust up to 77 mph at Pryor Field in Decatur (Morgan County) and 69 mph at the Huntsville International Airport (Madison County). Also, at least two tornadoes were spawned by the line in Jackson County.  Behind the line of thunderstorms, the sky cleared out rapidly, but southwest winds intensified as well, with 35-45 mph sustained winds, gusting at 55-65 mph. The winds finally subsided quickly near sunset, but not after additional damage occurred.",17
1087892,MADISON CO.,MADISON CO JET PORT,03/03/2023,1128,Thunderstorm Wind,58.00, ,0,0,0,0,AL,CST-6,MG,176765,C,89,HUN,0,0,ASOS, , , ,1,SW,1,SW,MADISON CO JET PORT,03/03/2023,1128,34.6436,-86.7856,34.6436,-86.7856,"Recorded at the Huntsville International Airport.","A prolonged damaging gradient wind event combined with an intense squall line during the daylight hours of the 3rd to produce widespread wind damage and impacts to the region. Numerous power outages resulted from power poles being snapped and power lines being brought down.  All told, thousands were without power in north Alabama for at least for a couple of hours, and in some cases lasting into the next two to three days. Hundreds of reports of trees or limbs being knocked down were received, in many cases on homes, vehicles and other structures. Sadly, two people were killed outside their homes from fallen trees while picking up debris after the line of thunderstorms went through and additional high winds developed.  Other minor injuries were also reported including one utility worker who was working to restore power.||A powerful low pressure system intensified rapidly as it moved northeast from Texas through Arkansas, southeast Missouri into western Kentucky.  In doing so, very windy conditions developed across the Tennessee Valley ahead of an associated cold front and squall line. South winds increased to 35-45 mph, with gusts of 55-60 mph at times. An intense squall line moved in from Mississippi during the mid morning hours, sweeping east across the rest of the area through the midday hours. Peak wind gusts of 50-60 mph were reported frequently, with one gust up to 77 mph at Pryor Field in Decatur (Morgan County) and 69 mph at the Huntsville International Airport (Madison County). Also, at least two tornadoes were spawned by the line in Jackson County.  Behind the line of thunderstorms, the sky cleared out rapidly, but southwest winds intensified as well, with 35-45 mph sustained winds, gusting at 55-65 mph. The winds finally subsided quickly near sunset, but not after additional damage occurred.",18
1087408,MADISON CO.,FLETCHER CHAPEL,03/03/2023,1134,Thunderstorm Wind,52.00, ,0,0,1000,0,AL,CST-6,EG,176765,C,89,HUN,0,0,Public, , , ,2,W,2,W,FLETCHER CHAPEL,03/03/2023,1134,34.73,-86.7,34.73,-86.7,"Multiple trees were knocked down in Research Park.","A prolonged damaging gradient wind event combined with an intense squall line during the daylight hours of the 3rd to produce widespread wind damage and impacts to the region. Numerous power outages resulted from power poles being snapped and power lines being brought down.  All told, thousands were without power in north Alabama for at least for a couple of hours, and in some cases lasting into the next two to three days. Hundreds of reports of trees or limbs being knocked down were received, in many cases on homes, vehicles and other structures. Sadly, two people were killed outside their homes from fallen trees while picking up debris after the line of thunderstorms went through and additional high winds developed.  Other minor injuries were also reported including one utility worker who was working to restore power.||A powerful low pressure system intensified rapidly as it moved northeast from Texas through Arkansas, southeast Missouri into western Kentucky.  In doing so, very windy conditions developed across the Tennessee Valley ahead of an associated cold front and squall line. South winds increased to 35-45 mph, with gusts of 55-60 mph at times. An intense squall line moved in from Mississippi during the mid morning hours, sweeping east across the rest of the area through the midday hours. Peak wind gusts of 50-60 mph were reported frequently, with one gust up to 77 mph at Pryor Field in Decatur (Morgan County) and 69 mph at the Huntsville International Airport (Madison County). Also, at least two tornadoes were spawned by the line in Jackson County.  Behind the line of thunderstorms, the sky cleared out rapidly, but southwest winds intensified as well, with 35-45 mph sustained winds, gusting at 55-65 mph. The winds finally subsided quickly near sunset, but not after additional damage occurred.",19
1088216,MADISON (ZONE), ,03/13/2023,2200,Frost/Freeze, , ,0,0,0,0,AL,CST-6, ,176991,Z,6,HUN,0,0,Mesonet, , , , , , , , ,03/14/2023,1000, , , , ,"Temperatures dropped from 32 degrees around 11 PM on the 13th into the mid to upper 20s during the early morning hours on the 14th.  The Madison COOP site recorded a low of 26 degrees.","Temperatures fell into the lower 20s to around 30 around midnight on the 14th into the early morning hours on the 14th across northern Alabama.",20
1088254,MADISON (ZONE), ,03/14/2023,2300,Frost/Freeze, , ,0,0,0,0,AL,CST-6, ,176993,Z,6,HUN,0,0,Mesonet, , , , , , , , ,03/15/2023,900, , , , ,"Temperatures dropped from 32 degrees into the lower to mid 20s during the early morning hours on the 15th.","Temperatures fell into the middle 20s to around 30 degrees during the morning of the 15th.",21
1088424,MADISON (ZONE), ,03/18/2023,200,Frost/Freeze, , ,0,0,0,0,AL,CST-6, ,177081,Z,6,HUN,0,0,Mesonet, , , , , , , , ,03/18/2023,900, , , , ,"Temperatures dropped from 32 degrees into the upper 20s to lower 30s during the early morning hours on the 18th.","Temperatures dropped into the upper 20s to lower 30s during the early morning hours on the 18th in portions of north central and northeastern Alabama.",22
1088489,MADISON (ZONE), ,03/18/2023,2300,Frost/Freeze, , ,0,0,0,0,AL,CST-6, ,177083,Z,6,HUN,0,0,Mesonet, , , , , , , , ,03/19/2023,1300, , , , ,"Temperatures dropped from 32 degrees just before midnight on the 18th into the lower to mid 20s during the early morning hours on the 19th.","Temperatures dropped from 32 degrees into the lower to mid 20 during the early morning hours across northern Alabama on the 19th. Temperatures did not climb above freezing until the early afternoon hours in many areas.",23
1090014,MADISON (ZONE), ,03/19/2023,1900,Frost/Freeze, , ,0,0,0,0,AL,CST-6, ,177085,Z,6,HUN,0,0,Mesonet, , , , , , , , ,03/20/2023,1000, , , , ,"Temperatures fell from 32 degrees during the early evening hours on the 19th into the upper teens to lower 20s during the early morning hours on the 20th.","Temperatures dropped from 32 degrees just before midnight on the 19th into the mid teens to lower 20s during the early morning hours across southern middle Tennessee on the 20th. Temperatures did not climb above freezing until around noon in many areas.",24
1090085,MADISON (ZONE), ,03/20/2023,130,Frost/Freeze, , ,0,0,0,0,AL,CST-6, ,177167,Z,6,HUN,0,0,Mesonet, , , , , , , , ,03/21/2023,700, , , , ,"Temperatures dropped from 32 degrees overnight into the upper 20s to around 30 degrees during the early morning hours on the 21st across much of the county.","Temperatures dropped from 32 degrees for 3 or more hours around or after midnight into the mid 20s to around 30 degrees in most locations in northern Alabama.",25
1087882,MADISON CO.,OAKWOOD COLLEGE,03/24/2023,2336,Thunderstorm Wind,43.00, ,0,0,200,0,AL,CST-6,EG,177309,C,89,HUN,0,0,Broadcast Media, , , ,1,E,1,E,OAKWOOD COLLEGE,03/24/2023,2336,34.75,-86.61,34.75,-86.61,"A tree was knocked down along Oakwood Avenue.","A severe line of thunderstorms rolled through north Alabama during the late evening hours of the 24th into the early morning hours of the 25th, producing 7 tornadoes. An embedded supercell thunderstorm with a history of tornadoes in Mississippi moved east-northeast across northwest Alabama, yielding another two tornadoes in Lauderdale County in Florence and near Anderson. Associated with this line, multiple narrow swaths of intense damaging winds of 60 to 90 mph occurred across the Shoals metro area, including Sheffield, Tuscumbia, Muscle Shoals and Florence.  The winds caused widespread power outages, damaged numerous structures, and toppled or snapped numerous trees, power poles and power lines. A few trees and power poles were dropped onto residences and vehicles, either destroying or heavily damaging them. Roof damages were reported at many locations as well. All told, an estimated #### million in damages occurred, the majority in northwest Alabama in Colbert and Lauderdale Counties.  As the line continued east, additional tornadoes were spawned in Lawrence, Morgan, Jackson and DeKalb Counties.",26
1092807,MADISON CO.,FISK,04/01/2023,209,Tornado, ,EF3,1,5,0,0,AL,CST-6, ,177534,C,89,HUN,0,0,NWS Storm Survey, ,4.49,215,0,NE,2,NW,FAIRVIEW,04/01/2023,216,34.9746,-86.5738,34.9907,-86.497,"The tornado began west of Highway 431 and south of Elkwood Section Road where multiple trees were uprooted and several trees fell on homes. On the east side of Highway 431, near the Lincoln Road intersection, numerous structures were heavily damaged including multiple stores which sustained major damage. This includes a collapse of walls and roofs displaced with debris thrown eastward. Given the degree of damage at this location, a mid-range EF-3 rating was reported. The tornado tracked east-northeast through Mulberry Road. Along this path, the tornado uprooted and snapped numerous trees and caused significant roof damage to a single-family home. Unfortunately, the tornado continued to intensify on route to Borderline Road which is along the Alabama and Tennessee state line. At this location, heavy damage was noted where houses were damaged and two homes experienced a complete collapse of walls, destroying the structures. One fatality was reported at a single-family home along Borderline Road where the structure was destroyed. In addition, HEMSI reported five injuries, three of which were transported to the hospital with critical injuries and two were treated on scene with minor injuries.","As part of a larger regional outbreak of severe thunderstorms and tornadoes on March 31st into April 1st, a band of thunderstorms, many of them supercellular, pushed east across north Alabama and southern middle Tennessee during the early morning hours of the 1st. One of these thunderstorms produced an EF-3 tornado in northern Madison County along the Tennessee State Line. Other thunderstorms produced wind damage across parts of Madison in Jackson Counties of north central into northeast Alabama.",27
1094830,MADISON CO.,MADISON CO JET PORT,04/01/2023,218,Thunderstorm Wind,56.00, ,0,0,0,0,AL,CST-6,MG,177534,C,89,HUN,0,0,ASOS, , , ,1,SW,1,SW,MADISON CO JET PORT,04/01/2023,218,34.6436,-86.7856,34.6436,-86.7856,"A wind gust of 65 mph was recorded at the Huntsville International Airport.","As part of a larger regional outbreak of severe thunderstorms and tornadoes on March 31st into April 1st, a band of thunderstorms, many of them supercellular, pushed east across north Alabama and southern middle Tennessee during the early morning hours of the 1st. One of these thunderstorms produced an EF-3 tornado in northern Madison County along the Tennessee State Line. Other thunderstorms produced wind damage across parts of Madison in Jackson Counties of north central into northeast Alabama.",28
1095818,MADISON CO.,DEPOSIT,04/21/2023,1853,Hail,1.00, ,0,0,0,0,AL,CST-6, ,177978,C,89,HUN,0,0,Public, , , ,1,S,1,S,DEPOSIT,04/21/2023,1853,34.84,-86.47,34.84,-86.47,"Hail up to quarter size was reported on River Walk Trail off of Winchester road. Time was estimated by radar.","A band of showers and thunderstorms pushed east across north Alabama during the evening hours, out ahead of an advancing cold front and upper level disturbance. A few of the thunderstorms produced gusty winds of 30 to 40 mph, but a couple also produced gusts that knocked down a couple of trees.  One storm produced up to quarter sized hail between Huntsville and New Market in Madison County.",29
1099628,MADISON CO.,CLUTTSVILLE,05/10/2023,1748,Thunderstorm Wind,52.00, ,0,0,2000,0,AL,CST-6,EG,178578,C,89,HUN,0,0,Law Enforcement, , , ,1,SSW,1,SSW,CLUTTSVILLE,05/10/2023,1758,34.81,-86.78,34.81,-86.78,"Trees were blown down at the intersection of Old Rail Road Bed road and Nick Davies Road in Harvest. Report relayed from MCSO.","A band of thunderstorms developed during the afternoon hours in northwest into central Alabama, which lifted slowly northeast during the early evening hours.  Very heavy downpours resulted in flash flooding in parts of northwest Alabama, including the Florence area. Rainfall amounts reached 3-5 inches in a few isolated locations. A gust front produced strong and gusty winds in parts of north central Alabama in Morgan and Madison Counties, knocking a few trees down in Harvest. A few storms became severe within this outflow producing damaging microbursts as well.",30
1103560,MADISON CO.,HARVEST EPPS ARPT,05/18/2023,1407,Hail,1.00, ,0,0,0,0,AL,CST-6, ,178730,C,89,HUN,0,0,Public, , , ,1,ESE,1,ESE,HARVEST EPPS ARPT,05/18/2023,1407,34.86,-86.75,34.86,-86.75,"Quarter size hail was reported in Harvest.","An upper level trough of low pressure combined with a moist and unstable airmass triggered scattered to numerous thunderstorms during the afternoon hours.  A few of the thunderstorms produced intense downpours, resulting in rain amounts of 2-3 inches in less than an hour. As a result, a few reports of flash flooding were received in north central Alabama. There were also a few reports of large hail and damaging winds.",31
